CASEID	Q1	Q3B	Q4	Q6_COMP	Q66A	Q66B	Q66C	Q66D	Q66E	Q66F	Q66G	Q66H	Q66I	Q66J	Q66K	Q68A	Q68B	Q68C	Q68D	Q68E	Q68F	Q68G	Q68H	Q68I	Q68J	Q68K
9052	2	10	5	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9276	2	10	5	2	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
11986	2	10	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1162	1	10	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8604	2	11	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
87	1	10	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2487	1	10	5	2	3	1	5	5	1	1	4	1	1	1	1	1	2	3	3	1	1	3	1	1	1	1
5475	1	10	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6798	1	10	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10658	1	10	5	2	5	2	3	1	2	4	4	3	4	2	3	4	2	5	3	5	4	1	4	2	5	2
11949	1	10	5	4	4	2	1	4	1	1	2	1	1	1	1	2	2	2	2	2	1	2	1	1	1	1
3321	2	10	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7507	2	11	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9564	2	11	5	2	1	2	1	3	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10220	2	10	5	2	4	2	1	1	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11370	2	10	5	2	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12238	2	11	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10828	1	10	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4289	1	11	5	2	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
5517	1	10	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6621	1	11	5	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7087	1	11	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11792	1	10	5	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
691	2	11	5	2	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
6321	2	11	5	2	2	2	1	2	2	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1
8685	2	11	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12388	1	11	5	6	1	1	2	1	1	1	3	3	1	1	1	1	1	2	1	1	1	1	1	1	1	1
54	1	10	5	2	1	1	1	1	1	1	1	1	1	1	1	5	5	5	5	5	5	5	5	5	5	5
1420	1	11	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5305	1	10	5	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9639	1	10	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4559	2	11	5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
10719	2	10	5	2	4	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
191	1	11	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10165	1	11	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7629	1	10	5	2	2	5	5	1	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10967	2	11	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7060	1	10	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8556	1	10	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4532	2	10	5	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
7047	2	11	5	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1041	2	10	5	2	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1
9122	1	10	5	2	4	2	1	3	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11231	1	11	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1382	1	10	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9678	1	10	5	NA	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
704	1	10	5	2	3	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1
2154	1	11	5	1	2	1	2	4	4	3	5	3	3	4	1	4	2	2	3	2	3	2	1	2	5	4
2519	1	10	5	2	2	5	3	3	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2901	1	10	5	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4317	1	11	5	2	3	1	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11688	1	10	5	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11991	1	11	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3036	2	10	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6375	2	12	5	NA	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
6677	2	10	5	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10495	2	10	5	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11284	2	11	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11581	2	10	5	2	5	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12145	2	10	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3413	1	10	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7196	2	10	5	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1183	1	10	5	NA	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4246	1	10	5	2	2	2	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1
4938	1	10	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5328	1	10	5	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5352	1	11	5	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6447	1	11	5	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8260	1	11	5	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9704	1	11	5	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1833	2	10	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3829	2	10	5	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6526	2	10	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7080	2	10	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8161	2	10	5	NA	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8403	2	10	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
886	1	11	5	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11545	1	10	5	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3326	2	10	5	7	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4869	2	11	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9291	1	10	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11191	2	10	5	1	1	5	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2183	2	11	5	1	5	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5673	2	10	5	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2965	2	11	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7821	2	11	5	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1746	2	10	5	1	5	1	1	5	5	1	4	3	1	1	1	2	1	1	1	1	1	1	1	1	1	1
3861	2	10	5	2	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4145	2	11	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4792	1	11	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9539	1	11	5	2	2	2	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1
1247	2	11	5	2	3	2	1	3	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4088	2	11	5	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9921	2	11	5	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9191	2	10	5	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8853	1	10	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11431	1	10	5	3	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
913	2	10	5	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
963	2	10	5	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4189	2	10	5	7	3	3	1	3	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1
8338	2	10	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8278	2	10	5	1	4	5	1	5	1	1	1	5	1	1	1	1	5	1	4	1	5	1	1	1	1	1
1718	1	11	5	2	2	3	1	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2065	2	10	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3703	2	10	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7117	1	10	5	1	5	3	1	1	5	1	1	1	1	1	1	5	5	5	5	5	5	5	1	1	1	1
7841	2	10	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8052	2	10	5	1	1	2	1	2	1	1	1	2	1	2	1	2	2	1	1	1	1	1	2	1	2	1
11262	2	10	5	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1834	2	10	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10114	2	12	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3601	1	10	5	1	1	1	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1153	2	10	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4724	2	10	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4323	2	11	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3490	1	11	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1545	2	11	5	2	2	1	5	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
12010	2	10	5	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3611	2	11	5	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1002	1	10	5	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7519	1	11	5	2	4	3	4	5	1	1	3	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1
7982	1	10	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11662	1	11	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
12274	1	10	5	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
429	2	10	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4679	2	10	5	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12392	2	10	5	2	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8905	1	11	5	7	2	2	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2134	2	11	5	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9895	2	12	5	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
333	1	10	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1393	1	11	5	7	2	5	2	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3069	1	11	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6132	1	10	5	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8850	1	10	5	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2267	2	10	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2358	2	11	5	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9359	2	12	5	NA	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11726	2	10	5	6	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10326	1	10	5	1	5	5	1	5	5	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1
10901	1	10	5	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
6281	2	10	5	1	2	3	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10158	2	10	5	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8237	1	10	5	1	5	1	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2270	1	11	5	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2843	1	10	5	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2975	1	11	5	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7726	1	10	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2123	2	11	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6843	2	11	5	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6921	2	10	5	6	5	4	4	5	3	1	3	1	1	1	1	2	2	1	1	2	1	1	1	1	1	1
4163	1	11	5	1	5	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
1425	2	10	5	1	1	1	1	4	1	1	1	1	1	1	1	3	1	3	1	3	3	1	1	1	1	1
3469	2	11	5	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
1878	1	11	5	1	5	5	5	5	5	5	5	1	1	5	5	1	1	1	1	1	1	1	1	1	1	1
4424	1	10	5	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7424	1	13	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12243	1	11	5	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4034	2	10	5	1	5	1	4	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
264	1	11	5	1	2	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2
1273	2	11	5	6	1	2	1	2	5	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2491	2	11	5	2	1	2	5	4	1	1	2	1	1	1	1	5	4	5	2	1	1	1	1	1	1	1
6151	2	11	5	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1
6434	2	11	5	2	5	2	4	1	1	1	2	2	1	1	1	1	5	1	1	1	1	5	1	1	1	1
10069	2	10	5	2	3	4	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
2998	1	10	5	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4817	2	10	5	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9765	2	10	5	NA	1	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6369	1	11	5	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5237	1	10	5	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9315	1	11	5	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3818	2	10	5	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5874	2	10	5	NA	2	5	2	5	2	2	2	2	2	2	2	1	1	2	2	1	2	2	2	2	2	2
421	1	11	5	2	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3804	1	10	5	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10172	1	10	5	NA	1	1	1	1	1	1	1	1	1	1	1	1	4	3	1	1	5	4	3	2	1	3
833	2	11	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1808	2	10	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3447	2	11	5	2	2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
3459	2	10	5	2	3	1	1	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4706	2	11	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6517	2	10	5	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7302	2	10	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8255	2	11	5	6	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11750	2	10	5	4	1	1	4	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12226	2	10	5	5	4	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
2731	1	10	5	7	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
725	1	10	5	7	2	2	5	5	5	5	3	3	3	5	3	2	2	2	2	2	2	5	5	5	5	5
3059	1	11	5	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	2	1	4	1	3	1
7631	1	11	5	7	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1957	2	10	5	7	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8945	2	10	5	7	5	1	5	5	1	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11162	2	12	5	7	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1
2876	1	10	5	7	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1
10740	1	11	5	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4067	1	11	5	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7067	1	10	5	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9713	1	10	5	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10401	1	10	5	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1088	2	10	5	2	1	2	1	5	1	3	3	1	5	1	5	1	5	1	5	1	1	5	1	5	1	5
3302	2	11	5	7	2	5	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6967	2	10	5	7	3	4	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8112	2	11	5	7	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1
10510	2	11	5	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10567	2	10	5	7	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1017	1	11	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5735	1	11	5	1	5	5	5	5	1	1	5	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1
6116	1	10	5	NA	1	1	4	5	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11471	1	10	5	2	1	1	1	1	1	1	1	1	1	1	1	5	3	5	1	1	1	1	1	1	1	1
8077	1	10	5	7	5	1	1	2	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1
12188	1	11	5	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10754	2	10	5	7	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
173	1	11	5	7	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1
82	1	10	5	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4476	1	11	5	NA	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
11718	1	10	5	7	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3035	2	11	5	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5918	2	10	5	NA	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11755	2	10	5	2	5	4	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
2805	2	11	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9649	1	11	5	1	2	2	3	1	1	2	2	1	1	1	1	2	2	4	5	1	1	1	5	5	5	1
2188	2	11	5	1	2	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
8314	1	11	5	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3
3784	1	11	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9734	1	11	5	1	5	2	1	3	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
55	2	10	5	7	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
717	2	10	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
795	2	10	5	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
846	2	10	5	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
3160	2	10	5	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5161	2	10	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6679	2	10	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7814	2	10	5	1	5	1	5	5	4	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8117	2	10	5	1	2	2	2	2	1	2	2	1	1	1	1	2	1	2	2	2	1	1	1	1	1	1
10087	2	11	5	7	5	4	1	5	5	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10611	2	11	5	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2887	1	10	5	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3521	1	10	5	2	2	3	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4850	1	11	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5082	1	10	5	6	4	1	4	2	1	1	1	1	2	1	2	2	2	2	1	2	2	1	1	2	1	2
786	1	10	5	2	4	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7738	1	11	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8004	1	11	5	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8995	1	11	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11853	1	11	5	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2003	2	11	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3385	2	11	5	6	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4804	2	11	5	2	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8103	2	10	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9284	2	11	5	NA	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1
12456	2	11	5	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4818	2	12	5	2	4	1	3	5	1	3	5	5	2	5	2	4	5	1	1	5	3	5	4	3	2	3
