CASEID	Q1	Q3B	Q4	Q6_COMP	Q66A	Q66B	Q66C	Q66D	Q66E	Q66F	Q66G	Q66H	Q66I	Q66J	Q66K	Q68A	Q68B	Q68C	Q68D	Q68E	Q68F	Q68G	Q68H	Q68I	Q68J	Q68K
1950	1	15	9	7	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
2028	1	14	9	2	2	1	1	1	1	1	2	1	1	1	1	2	1	2	1	2	1	1	1	1	1	1
2962	1	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5575	1	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7206	1	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10552	1	14	9	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10837	1	14	9	2	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11035	1	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11910	1	14	9	7	4	2	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1
12106	1	14	9	2	4	4	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1084	2	15	9	7	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1768	2	14	9	7	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2048	2	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2964	2	14	9	NA	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5333	2	14	9	2	1	5	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1
11668	2	15	9	2	1	1	1	2	1	1	4	1	1	4	4	1	2	2	1	1	1	2	1	1	2	2
11854	2	14	9	2	2	3	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1
12122	2	14	9	2	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1
7749	1	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8930	1	15	9	2	1	1	1	1	1	1	1	1	1	1	1	3	3	4	3	3	3	3	3	3	3	3
6226	2	14	9	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
2904	1	15	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11207	1	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
3192	2	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6176	2	14	9	6	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7062	1	14	9	2	3	2	1	2	1	1	2	1	1	1	1	3	1	4	1	1	1	3	1	1	1	1
10878	2	14	9	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
12309	2	15	9	2	4	4	2	2	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1
1507	1	15	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2739	1	15	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6945	1	15	9	2	1	1	1	1	1	1	1	1	1	1	1	5	5	5	5	5	5	5	5	5	5	5
1624	2	15	9	2	1	2	1	2	1	1	3	3	1	3	1	1	2	1	1	1	1	2	1	1	2	1
6197	2	16	9	2	5	5	5	1	5	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11874	2	14	9	2	2	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1983	1	15	9	NA	1	1	1	1	1	1	1	1	1	1	1	5	5	5	5	5	5	5	5	5	5	5
168	2	15	9	1	5	1	5	1	4	1	1	1	1	1	1	5	1	4	1	1	1	1	1	1	1	1
8616	2	15	9	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12380	2	15	9	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
6064	1	14	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10040	1	16	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12365	1	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
16	2	14	9	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5995	2	14	9	2	1	4	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11396	2	14	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12288	2	14	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5077	1	14	9	6	5	5	4	5	1	1	5	5	1	5	1	1	1	1	1	1	1	1	1	1	1	1
11819	1	15	9	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2084	2	14	9	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
3381	2	14	9	6	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
5414	2	14	9	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8326	2	15	9	2	4	3	1	3	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
11810	2	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
1971	1	15	9	6	3	5	2	2	4	1	3	1	1	1	1	2	2	1	2	1	1	2	2	1	1	1
5532	2	15	9	7	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
12224	2	15	9	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9075	1	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12210	1	14	9	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
12260	1	14	9	6	2	1	1	1	2	1	1	4	4	4	4	5	1	2	1	1	1	1	5	5	5	5
1089	2	15	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
9070	2	14	9	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10789	2	15	9	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
180	1	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2776	1	15	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2828	1	15	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
917	2	14	9	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2156	2	15	9	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
3049	2	14	9	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
3513	2	14	9	6	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2792	2	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4007	2	14	9	2	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1
5527	2	14	9	2	1	1	1	3	2	1	2	1	1	1	1	1	2	3	2	1	1	2	1	1	1	1
383	1	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1874	2	15	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
530	1	14	9	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1
8139	1	15	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11049	1	14	9	2	2	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
312	2	14	9	6	5	4	1	5	1	1	5	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
4474	2	15	9	2	2	1	2	3	1	1	2	2	2	2	2	1	1	2	2	2	2	1	2	1	2	1
5250	2	15	9	2	3	1	1	3	1	1	1	2	1	1	1	2	1	1	2	2	2	1	1	1	1	1
7710	2	14	9	2	2	2	1	2	1	1	2	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1
6086	1	14	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3137	2	15	9	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3309	2	14	9	6	1	2	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1
3718	2	14	9	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6954	2	15	9	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1870	1	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3258	1	14	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10833	1	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
117	2	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3206	2	14	9	6	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3275	2	14	9	3	2	2	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5657	2	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7224	2	14	9	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
8277	2	14	9	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1
4460	1	15	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10056	1	14	9	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
2497	1	15	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4542	1	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2484	2	14	9	7	2	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1
3042	1	14	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
195	1	14	9	3	1	3	1	1	1	1	1	1	3	2	1	1	2	1	1	1	1	1	1	1	1	1
9326	1	15	9	6	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5860	2	14	9	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7487	2	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8697	2	14	9	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
8696	2	14	9	NA	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
969	2	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5951	2	14	9	6	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6844	2	14	9	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8494	2	14	9	NA	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1
8969	2	15	9	3	1	1	2	3	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
9055	2	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9446	2	14	9	3	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
9888	2	14	9	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10143	2	14	9	3	1	1	1	2	1	1	2	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1
10230	2	14	9	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2343	2	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4049	1	15	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4561	1	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3265	2	15	9	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
4506	2	14	9	2	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
951	1	15	9	6	2	4	2	5	2	1	1	3	5	3	4	1	3	4	1	5	4	4	2	3	2	2
3489	1	15	9	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2176	2	15	9	6	4	1	1	4	4	1	1	3	1	3	3	1	1	1	1	1	1	1	1	1	1	1
11089	2	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2853	1	14	9	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1
5655	1	15	9	2	1	2	2	1	1	1	1	1	1	2	2	2	3	4	2	3	1	1	2	2	1	2
7771	1	15	9	2	5	1	2	5	2	1	3	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1
9719	1	15	9	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2327	1	14	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9750	1	14	9	6	5	5	2	5	5	2	5	2	2	2	2	3	3	3	2	1	1	1	1	1	1	1
7619	1	15	9	2	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
11919	2	14	9	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
821	1	14	9	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1
5764	1	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7612	1	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8937	1	15	9	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11583	1	15	9	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1410	2	14	9	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4538	2	15	9	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7558	2	14	9	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9451	2	14	9	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9832	2	15	9	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4165	2	15	9	2	1	1	1	1	1	1	1	1	1	1	1	4	1	5	1	1	1	1	1	1	1	1
11286	1	14	9	2	1	1	3	1	1	1	5	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1101	2	14	9	2	1	2	2	2	1	1	2	1	1	1	1	4	4	1	1	1	1	1	1	1	1	1
3193	2	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9000	2	14	9	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
10123	2	14	9	2	5	1	1	5	1	1	5	1	1	1	1	2	2	1	2	1	1	2	1	1	1	1
11402	1	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6396	1	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8642	1	15	9	6	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2893	2	14	9	2	1	1	1	1	1	1	1	1	1	1	1	5	5	5	5	5	5	5	5	5	5	5
3466	2	15	9	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7599	2	15	9	6	5	5	1	5	5	5	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8208	2	16	9	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7126	1	14	9	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1572	1	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
464	2	14	9	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5519	2	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	4	1	2	1	1	1	1	1	1	1
11122	2	15	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1615	1	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4655	2	14	9	7	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
6670	2	15	9	2	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8528	2	14	9	2	2	1	2	3	1	1	3	2	3	2	3	2	2	1	1	1	1	3	1	1	1	1
12024	2	16	9	2	5	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12465	2	16	9	NA	2	2	1	2	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1
7421	1	15	9	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2
321	1	15	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
614	1	15	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9675	1	14	9	6	2	5	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6828	2	14	9	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10047	2	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10270	2	14	9	2	1	1	1	2	1	1	2	2	2	1	1	2	1	2	2	1	1	1	2	2	1	2
1943	2	14	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6499	2	15	9	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2473	1	15	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8135	1	15	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12074	1	16	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4557	1	16	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7598	1	16	9	1	1	1	1	5	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3645	1	14	9	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1780	1	17	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4258	1	14	9	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6130	1	14	9	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8810	1	14	9	2	1	1	1	1	1	1	1	1	1	1	1	4	4	2	1	5	5	4	1	1	1	1
116	2	15	9	2	2	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1
5105	2	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9061	2	15	9	6	2	1	1	2	1	1	5	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
10036	2	14	9	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1
11050	2	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8125	2	14	9	NA	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11150	1	15	9	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
4141	2	14	9	1	1	2	1	1	1	1	1	1	1	1	1	4	4	1	1	1	1	1	1	1	1	1
1423	1	14	9	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
4409	1	15	9	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
10895	1	14	9	6	4	2	1	4	2	2	3	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1
577	2	15	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3991	2	15	9	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5440	2	15	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5615	2	15	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7012	2	15	9	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
8272	2	15	9	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9105	2	15	9	2	3	2	1	2	2	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1
9289	2	15	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9622	2	14	9	2	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12123	2	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6292	2	14	9	NA	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10773	2	15	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12127	1	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2452	2	15	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3150	2	14	9	6	1	2	1	2	1	1	1	1	1	2	1	2	3	1	2	1	1	1	1	1	2	1
5401	1	14	9	2	4	3	2	2	1	1	1	1	1	1	1	3	2	1	2	1	1	2	1	1	1	1
352	2	14	9	NA	5	1	1	1	2	1	5	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
11837	1	15	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9093	1	15	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
10450	1	14	9	6	1	1	1	3	1	1	1	1	1	1	1	5	5	1	4	2	1	5	2	1	1	1
12043	1	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2363	2	15	9	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10404	2	14	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11212	2	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11764	2	14	9	2	2	2	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1
4407	1	15	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9537	2	15	9	2	2	3	1	2	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
11367	2	14	9	1	1	2	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6138	1	16	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6206	1	15	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9250	1	16	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9575	1	15	9	2	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
2961	2	14	9	6	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1
4905	2	15	9	2	4	3	1	3	4	1	5	3	2	2	2	2	1	1	1	1	1	1	1	2	1	2
9939	2	16	9	6	4	5	4	5	2	1	5	3	5	3	5	1	2	1	1	1	1	1	1	1	1	1
2903	2	14	9	2	1	1	1	1	1	1	5	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1
7208	2	15	9	2	1	1	2	2	1	1	5	1	2	1	2	2	1	1	1	1	1	2	1	2	1	2
12282	2	15	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
59	1	14	9	2	2	2	1	2	2	1	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1
3018	1	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
3093	1	15	9	6	2	1	1	2	1	1	2	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1
10332	1	14	9	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
4134	2	15	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10179	2	15	9	2	2	2	1	2	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1
10001	1	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1255	1	15	9	5	3	2	1	3	2	1	5	2	3	3	4	5	3	3	3	2	3	2	5	2	3	1
8710	1	15	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11847	1	15	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2647	2	15	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2877	2	14	9	2	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4247	2	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6605	2	14	9	2	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	4	4	4	1	1	1	1
11419	2	14	9	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3219	1	15	9	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2
9264	2	14	9	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
